source_id,company,cnpj,phone,city,state,region,country,address,neighborhood,contact,sector
1440,CEMAG S/A,07.844.087/0001-22,85 3228-2377,FORTALEZA,CE,NE,BR,R. GAUDIOSO CARVALHO 217,FLORESTA,,NE
1442,CEMEC-CONSTRUÇÕES ELETROMECANICAS S/A,07.251.515/0001-03,,,,,BR,,,,Industrial
1509,CESDE IND.E COM.DE ELETODOMESTICOS LTDA,00.153.282/0001-67,4011 3800,MARANGUAPE,CE,NE,BR,AV. COMANDANTE AVIADOR CHILDERICO MOTA 3599,BAIRRO COITE,,NE
1549,CIA. METALIC NORDESTE,01.183.070/0001-95,85-3299-7300,MARACANAÚ,CE,NE,BR,AV. PARQUE SUL 1441,DISTRITO INDUSTRIAL,,NE
1819,COMPANHIA VALENCA INDUSTRIAL,15.102.098/0001-65,75-3641-4121,VALENÇA,BA,NE,BR,AV INDUSTRIAL MARITA ALMEIDA S/N,CENTRO DE VALENÇA,,NE
1895,CONSORCIO TABULEIROS LITORANEOS,09.570.356/0001-35,3315-6100,TERESINA,PI,NE,BR,"ROD. BR 343, S/N KM 34",ZONA RURAL,,NE
1970,COOPERATIVA AGRIC. E DE PROD. MARANGUAPE,07.634.793/0001-40,085-3257-5310,FORTALEZA,CE,NE,BR,AV STENIO GOMES 1430,PARQUE IRACEMA,,NE
2073,D.P. BARBOSA,03.686.756/0001-24,85-3491 2734,FORTALEZA,CE,NE,BR,"AV, PROF. GOMES DE MATOS, 1780-A",MONTESE,,NE
2139,DANTAS FACCAO LTDA ME,10.970.210/0001-66,85-3371-6253,MARACANAÚ,CE,NE,BR,AV MANOEL MOREIRA LIMA 1234,JENIPAPEIRO,,NE
2235,DILLY NORDESTE S.A,01.287.588/0001-79,88 3631 1556,ITAPIPOCA,CE,NE,BR,"RUA DA UNIVERSIDADE, 240",MADALENA,,NE
2282,DISTRIBUIDORA DE MADEIRA DO PARA LTDA,06.050.181/0001-47,3285-1288,CAUCAIA,CE,NE,BR,RUA GIZELDA BEZERRA 3393,PARQUE TABAPUA,,NE
2298,DIVINOX IND DE AÇO LTDA,11.142.033/0001-92,85-3467-1825,MARACANAÚ,CE,NE,BR,"RUA 19, 41",ALTO ALEGRE,,NE
2316,DOMARCO IND. E COM. DE MOVEIS LTDA,06.127.572/0001-12,88-3664-1790,MARCO,CE,NE,BR,ROD CE 19 S/N,MINIDISTRITO INDUSTRIAL,,NE
2358,DURAFIBRA IND E COM DE MAT DE CONST.LTDA,07.107.858/0001-07,85-3459-4050,FORTALEZA,CE,NE,BR,"RUA  JURANDIR LEONEL DE ALENCAR, 129",ANCURI,,NE
2572,EMBALAGENS CEARA LTDA,01.788.591/0001-76,85-3315-4343,SAO GONÇALO DO AMARANTE,CE,NE,BR,RUA PAULO CESAR SOARES 100,ALTO DO VINTEM,,NE
2696,ETIQUETEXTIL SERV. SERIG. E GRAF. LTDA,63.395.321/0001-52,85-34918700,FORTALEZA,CE,NE,BR,"RUA DESEMBARGADOR PRAXEDES, 1344",MONTESE,,NE
2741,EXPEDITA SOUZA DAMASCENO - EPP,04.292.288/0001-76,85 3298- 3870,FORTALEZA,CE,NE,BR,"AV. GODOFREDO MACIEL, 4739",MONDUBIM,,NE
3010,ART & ARTEFATOS CEARA IND. COM. LTDA ME,03.357.368/0001-08,85-3474-2885,FORTALEZA,CE,NE,BR,"RUA INACIO ORIA, 262",MESSEJANA,,NE
3552,FRIOZEM TRANSPORTES LTDA,04.241.990/0002-91,85-34631347,MARACANAÚ,CE,NE,BR,ANEL VIARIO S/N,DISTRITO INDUSTRIAL,,NE
3605,G.M. FERREIRA - FERRAGENS,09.020.886/0001-00,85-3454-2600,FORTALEZA,CE,NE,BR,"AV. ANTONIO SALES, 696",JOAQUIM TAVORA,,NE
3725,GLASSMAXI IND. E COM DE VIDROS LTDA,09.720.150/0001-44,85-3474-0613,FORTALEZA,CE,NE,BR,"RUA JORNALISTA ANT. PONTES TAVARES, 809",CAJAZEIRAS,,NE
3793,GRANITOS S/A.,23.445.513/0001-01,85-4006-0666,CAUCAIA,CE,NE,BR,ANEL VIARIO BR 020 S/N,CENTRO DE CAUCAIA,,NE
3861,HACO ETIQUETAS DO NORDESTE LTDA,02.179.938/0001-46,85-3878-6200,EUSÉBIO,CE,NE,BR,"AV. EUSEBIO DE QUEIROZ, 5630",COACU,,NE
3917,HISPANO ESTRUTURAS METALICAS LTDA,07.231.186/0001-39,,PACAJUS,CE,NE,BR,"BR 116, KM 48 S/N S/N KM 48",CENTRO,,NE
4024,INAPI-IND.NE.DE ACESS.P/IRRIG.LTDA-EPP,08.008.080/0001-33,85-3535-7400,MARACANAÚ,CE,NE,BR,AV. PARQUE LESTE S/N,DISTRITO INDUSTRIAL,VICENTE,NE
4046,IND. DE MASSAS ALIM CONGEL. LISIEUX LTDA,02.712.226/0001-40,85-3213-2795,CAUCAIA,CE,NE,BR,RUA MONTE SINAI 600,ARIANOPOLIS,,NE
4086,INDUSTRIA ELETRICA ELITE S/A INELSA,07.212.574/0001-72,3215-2215,MARACANAÚ,CE,NE,BR,AV. PARQUE LESTE 555,DISTRITO INDUSTRIAL,,NE
4488,JJ COMERC DE MAD E MAT DE CONST LTDA ME,09.676.224/0001-92,3296-2741,FORTALEZA,CE,NE,BR,AV. VALDIR DIOGO 875,MANUEL SATIRO,,NE
5148,KIRIUS IND. E COM. DE MOVEIS EM ALUMINIO,08.974.018/0001-04,88-3664-1930,MARCO,CE,NE,BR,ROD 402 S/N,SANTA ROSA,,NE
5149,KIRIUS MARMORES IND.ECOM. DE MOVEIS LTDA,04.790.158/0001-63,88-3664-1930,MARCO,CE,NE,BR,"ROD 402, KM 03 S/N",SANTA ROSA,,NE
5279,LIDERANCA PLACAS E SERVICOS LTDA - ME,03.289.855/0001-72,85-3225-7801,FORTALEZA,CE,NE,BR,"RUA BARBA ALADO, 225",SERRINHA,,NE
5488,M & A COMERCIAL DE MADEIRAS LTDA,07.819.064/0001-68,3289-9610,MARACANAÚ,CE,NE,BR,"RUA 21, 1391",ALTO ALEGRE,,NE
5496,M.,07.206.816/0024-01,85-3263-2989,FORTALEZA,CE,NE,BR,RUA ESPLANADA DO MUCURIPE S/N,MUCURIPE,,NE
6419,NOVA FASE REQUALIF. DE RECIP. DE GAS LTD,10.297.362/0001-40,85-3215-2371,MARACANAÚ,CE,NE,BR,AVENIDA PARQUE LESTE 300,DISTRITO INDUSTRIAL,,NE
6514,OTAVIO CESAR DA SILVA - ME,05.789.338/0001-98,85 3238 2700,FORTALEZA,CE,NE,BR,"AV. JOAO PESSOA, 3438",CENTRO DE FORTALEZA,,NE
6693,PEMALEX INDUSTRIA E COMERCIO LTDA,07.945.652/0001-48,3401-2000,MARACANAÚ,CE,NE,BR,ROD DR. MENDEL STEINBRUCH S/N,DISTRITO INDUSTRIAL,,NE
6787,PONTES IND. DE CERA DO PIAUI LTDA,05.411.584/0001-01,85-3288-7100,PARNAÍBA,PI,NE,BR,ROD. BR 343 S/N,DISTRITO INDUSTRIAL II,,NE
6788,PONTES INDUSTRIA DE CERA LTDA,11.741.022/0001-29,85-3288-7100,FORTALEZA,CE,NE,BR,"RUA IRINEU DE SOUZA, 10",ALVARO WEYNE,,NE
6952,PROJEART IND. DE ESTRUT. METALICAS LTDA,41.632.928/0001-76,85-3275-1220,EUSÉBIO,CE,NE,BR,"ROD.BR 116, KM 19  - RUA. EDUARDO SA 465",JABUTI,,NE
6995,R. CHAGAS  CIA LTDA,07.202.427/0001-11,,ITAITINGA,CE,NE,BR,"AV, MISTER HULL, 3650",ITAITINGA,,NE
7089,RAIMUNDO FREIRE DOS SANTOS,63.369.060/0001-04,,CAUCAIA,CE,NE,BR,"AV. FREI CIRILO, 4186",PARQUE GUADALAJARA,,NE
7424,RUAH IND. E COMERCIO DE MOVEIS LTDA,03.875.890/0001-73,88 3664-1818,MARCO,CE,NE,BR,RODOVIA BR 402 S/N,SANTA ROSA,,NE
7530,SATURNINO  DANTAS IND DE ARTEF DE METAL,09.351.320/0001-60,85-3463-1918,MARACANAÚ,CE,NE,BR,"AV RADIALISTA JOAO RAMOS, 3001",PLANALTO CIDADE NOVA,,NE
7592,SERRARIA ALMEIDA LTDA,07.273.808/0001-91,3299-4067,FORTALEZA,CE,NE,BR,AV DEDE BRASIL 4880,ITAPERI,,NE
7738,STAND SING PROJETOS LTDA,03.454.856/0001-25,85-3474-6000,FORTALEZA,CE,NE,BR,RUA LOURDES VIDAL ALVES 244,LAGOA REDONDA,,NE
7747,STOCK  COM. DE EQUIP. DE SEGURANÇA LTDA,05.588.797/0003-75,85-3052-6060,FORTALEZA,CE,NE,BR,RUA CASTRO E SILVA 1056,CENTRO DE FORTALEZA,,NE
7919,TIAGO VASCONCELOS FERNANDES,08.187.994/0001-09,3292-2574,FORTALEZA,CE,NE,BR,AV. GAL OSORIO DE PAIVA 3999,PARQUE SAO JOSE,,NE
7930,TINTAS HIDRACOR S/A,04.706.416/0001-80,85-4005-4200,MARACANAÚ,CE,NE,BR,AV. MENDEL STEINBRUCH S/N,DISTRITO INDUSTRIAL,,NE
8026,TRES CORACOES ALIMENTOS S.A.,63.310.411/0011-75,84-3181.9191,MOSSORO,RN,NE,BR,"AV.  DEHUEL VIEIRA DINIZ, 4661",SANTA JULIA,,NE
8062,UCHOA MOVEIS INDUSTRIA E COMERCIO LTDA,63.478.382/0001-83,85-3497-2714,FORTALEZA,CE,NE,BR,RUA NOVA CONQUISTA 90,PARQUE SANTO AMARO,,NE
8076,UNIAO IND. TEXTIL S/A,07.203.904/0001-63,85-3499-5429,FORTALEZA,CE,NE,BR,"AV. ALDIZIO PINHEIRO, 298",HENRIQUE JORGE,,NE
8095,USIBRAS-USINA BRAS DE OLEOS E CAST LTDA,08.395.782/0001-17,84-3318-2600,MOSSORO,RN,NE,BR,AV WILSON ROSADO 2580,ABOLIÇÃO II,,NE
8096,USICON COM E IND E SERV DE USINAGEM LTDA,09.067.161/0001-77,85 3014-1399,MARACANAÚ,CE,NE,BR,"AV. RADIALISTA JOAO RAMOS, 1895",PARQUE NOVO MONDUBIM,,NE
8168,VAP CONSTRUCOES LTDA,00.565.011/0001-19,85 3226-1314,FORTALEZA,CE,NE,BR,"RUA COSTA BARROS, 915",CENTRO DE FORTALEZA,,NE
8253,VICUNHA IND DE IMPLEMENT RODOVIARIOS LTD,12.976.890/0002-31,85-3366-2000,EUSÉBIO,CE,NE,BR,RUA EDUARDO SA 587,JABUTI,,NE
8257,VIDAL E MARQUES LTDA ME,01.680.503/0001-18,3278-5780,FORTALEZA,CE,NE,BR,"AV. WASHINGTON SOARES, 5057",CAMBEBA,,NE
8264,VILLENA COMERCIO DE MATERIAS RECIC LTDA,08.149.358/0001-92,85.3286-4001,FORTALEZA,CE,NE,BR,RUA JERONIMO DE ALBUQUERQUE 500,BARRA DO CEARÁ,,NE
8406,ZANOTTI PACATUBA IND E COM DE ART TEXTIL LTDA,10.892.699/0001-03,85-3383-4600,PACATUBA,CE,NE,BR,"AV. MARGINAL NORDESTE, 1001",SENADOR CARLOS JEREISSATI,,NE
8426,A&Z INDUSTRIA E COMERCIO DE MADEIRA LTDA,04.032.075/0001-05,85 3491-9440,FORTALEZA,CE,NE,BR,RUA ALAN KARDEC 1322,MONTESE,,NE
8846,USIBRAS USINA BRASILEIRA DE OLEOS E CASTANHA LTDA,08.395.782/0003-89,85-4006-8900,AQUIRAZ,CE,NE,BR,ROD. CE-040 KM 26 S/N,OLHO D'AGUA,,NE
8987,JOSE GERARDO DE MARIA ME,07.839.087/0001-34,85-3283-3584,FORTALEZA,CE,NE,BR,AV. SARGENTO HERMINIO 1790,MONTE CASTELO,,NE
9003,DENNILSON CASTELO BRANCO DE LIMA 71476202320,14.328.203/0001-16,85-3473-8181,MARACANAÚ,CE,NE,BR,3 LOT RES MARACANAU I 5000,CAGADO,,NE
9066,TARGET BONES E SERIGRAFIA LTDA.,07.849.277/0001-32,85-3276-4209,FORTALEZA,CE,NE,BR,"RUA CARLOS SETUBAL, 185",MESSEJANA,,NE
9250,BRASIMEC IND. E COM.LTDA,04.636.884/0001-26,85-3275-1632,ITAITINGA,CE,NE,BR,"ROD. BR 116, S/N",JABUTI,,NE
9258,MR GRESS INDUSTRIA E COMERCIO DE PLASTICOS LTDA,10.621.716/0001-60,85-3260-1656,EUSÉBIO,CE,NE,BR,RUA VITORIA KELLY 181,AUTODROMO,,NE
9366,DAYSE DAYANNE MACHADO CASTRO ME,14.682.049/0001-86,85-3260-3318,EUSÉBIO,CE,NE,BR,"AV. CICERO SÁ, 2220",URUCUNEMA,,NE
9467,EQUIPAR IND E COM LTDA,14.089.186/0001-01,85-3533-5900,FORTALEZA,CE,NE,BR,AV. PONTES VIEIRA 642,SAO JOAO DO TAUAPE,,NE
9656,GP COMERCIO E SERVIÇOS DE BLINDAGEM EM AUTOMOVEIS,13.700.219/0001-45,85-3257-1122,FORTALEZA,CE,NE,BR,"RUA FISCAL VIEIRA, 3585",JOAQUIM TAVORA,,NE
9668,R. CHAGAS & CIA LTDA,07.202.427/0002-00,85-30225570,FORTALEZA,CE,NE,BR,AV IMPERADOR 1738,FARIAS BRITO,,NE
9795,FORTALEZA AÇO INOXIDAVEL LTDA - ME,15.531.355/0001-84,85-32823606,FORTALEZA,CE,NE,BR,RUA  GRAÇA ARANHA 108,BARRA DO CEARÁ,,NE
9825,F G CADETE,02.573.315/0002-34,85 3272-6223,FORTALEZA,CE,NE,BR,RUA CAIO FACO 1155,LAGOA REDONDA,,NE
9844,HS INDUSTRIA E COMERCIO LTDA,12.144.734/0001-23,85-3021-5143,FORTALEZA,CE,NE,BR,R MAJOR FACUNDO 1506,CENTRO DE FORTALEZA,,NE
9914,P R DE FREITAS NETO ME,11.739.165/0001-04,85-3491-3349,FORTALEZA,CE,NE,BR,"RUA ALAN KARDEC, 1004",MONTESE,,NE
10088,AQUA BRAVO AQUICULTURA LTDA,10.520.015/0001-34,85-3261-8215,CAMOCIM,CE,NE,BR,FAZ CAMARISCO S/N,ZONA RURAL,,NE
10145,SUPER MERCADO DO POVO LTDA..,10.389.021/0007-90,85-3052-3888,FORTALEZA,CE,NE,BR,AV MIN JOSE AMERICO 709,PARQUE IRACEMA,,NE
10216,DPM ENGENHARIA LTDA,23.562.424/0001-45,85-3276-4074,FORTALEZA,CE,NE,BR,AV.MINISTRO JOSE AMERICO 275,PARQUE IRACEMA,,NE
10643,M&S DISTRIBUIDORA DE ALIMENTROS LTDA,05.505.613/0002-85,85-3288-1231,FORTALEZA,CE,NE,BR,AV. SEN. FERNANDES TAVORA 3211,PARQUE GENIBAU,,NE
5621,MADECENTER MAD E COM DE MAT P CONST LTDA,07.665.862/0001-82,85-3478-3518,FORTALEZA,CE,NE,BR,"AV SGT HERMINIO , 3300",PRESIDENTE KENNEDY,,NE
5627,MADEIREIRA PAJUCARA LTDA,03.499.632/0001-30,3463-3381,MARACANAÚ,CE,NE,BR,"AV. DR. MENDEL STEINBRUCH, 2277",PAJUCARA,,NE
5635,MADESON COMERCIO DE MADEIRAS LTDA,63.354.872/0001-78,85-3290-2990,FORTALEZA,CE,NE,BR,"RUA VITORIA, 419",HENRIQUE JORGE,,NE
5851,MARIA DA CONCEIÇÃO FREIRE SILVA - MS,06.958.536/0001-09,85-3259-1598,FORTALEZA,CE,NE,BR,"RUA LUMINOSA, 4194",GRANJA PORTUGAL,,NE
5985,MSM INOX INDUSTRIA E COMERCIO LTDA ME,05.157.593/0001-18,85-3225-9893,FORTALEZA,CE,NE,BR,"RUA LEONEL CHAVES, 462",PARANGABA,,NE
6141,METALURGICA BRECHENSK LTDA,06.916.968/0001-49,3383-2797,MARACANAÚ,CE,NE,BR,"RUA RAIMUNDO VIANA, 201",PARQUE LUZARDO VIANA,,NE
6191,MINHAKARA LINGERIE IND DE CONF LTDA,00.680.748/0001-82,85-3257-3530,FORTALEZA,CE,NE,BR,"RUA PAULO FIRMEZA, 1349",SAO JOAO DO TAUAPE,,NE
6270,MOVENORD MOVEIS DO NORDESTE LTDA,05.111.625/0001-44,3311-7219,PACATUBA,CE,NE,BR,ROD CE 060 S/N,PACATUBA,,NE
6279,MILTON E RAIM.BEZ.TRAN.DE CARG E SERV LTDA,41.603.531/0001-56,85-3274-1144,FORTALEZA,CE,NE,BR,RUA CORONEL ALVES RIBEIRO 111,MESSEJANA,,NE
6390,NORDESTE INDUSTRIA DE EMBALAGEM LTDA,11.714.227/0004-68,85-3459-8333,HORIZONTE,CE,NE,BR,"AV PRES CASTELO BRANCO, 6057",CENTRO.,,NE
6409,NORSA REFRIGERANTES LTDA.,07.196.033/0002-89,3299-2000,CRATO,CE,NE,BR,AV. PADRE CICERO KM02,MURITI,,NE
6418,NOVA CONQUISTA COMERCIO DE MADEIRAS LTDA,04.485.802/0001-90,85-3262-5897,FORTALEZA,CE,NE,BR,"RUA TAQUATIARA, 530",BARROSO,,NE
6990,R L OLIVEIRA FREIRE SANTOS,11.239.419/0001-17,85-3276-1050,FORTALEZA,CE,NE,BR,"AV. FREI CIRILO, 4186",MESSEJANA,,NE
6998,R. FURLANI ENGENHARIA LTDA,09.496.357/0001-87,3299. 2279,FORTALEZA,CE,NE,BR,"AVENIDA ALBERTO CRAVEIRO, 4001",BOA VISTA,,NE
7099,RAIMUNDO MACARIO FREITAS DA SILVA-SLAP,41.569.856/0001-60,85-3292-7642,FORTALEZA,CE,NE,BR,"RUA DOM XISTO ALBANO, 239",PARQUE SAO JOSE,,NE
7135,RANGEL DOS SANTOS LIRA,753.061.403-78,85-3295-5796,FORTALEZA,CE,NE,BR,RUA PROFESSOR ODILIO FILHO 61,PASSARÉ,,NE
7147,RAYA ESTRUTURAS METALICAS LTDA EPP,11.090.563/0001-34,9751-8228,FORTALEZA,CE,NE,BR,"RUA POLONIA, 290",PAPICU,,NE
7313,RL MARMORES E GRANITOS LTDA,12.457.339/0001-09,85-3474-0144,FORTALEZA,CE,NE,BR,R FCO JOSE ALBUQUERQUE PEREIRA 635,CAJAZEIRAS,,NE
7434,RUDIMAR BONAMIGO ME,11.081.644/0001-78,85-3272-2577,FORTALEZA,CE,NE,BR,"ROD. BR 116, KM 03 6438",AEROLANDIA,,NE
7589,SERILOS COM. SERVIÇOS LTDA,04.057.765/0001-19,85-3214-2129,FORTALEZA,CE,NE,BR,"RUA BARAO DE CRATO, 1478",VILA ELLERY,,NE
7594,SERRARIA RAMIRES LTDA,11.831.617/0001-75,85 3279-3132,FORTALEZA,CE,NE,BR,AV. DESEMBARCADOR GONZAGA 20,CIDADE DOS FUNCIONÁRIOS,,NE
7661,SINGULAR DIST. DE EMB. E MAT DE LIMP. LT,11.071.825/0001-13,,JIJOCA,CE,NE,BR,"AV. DEP. PAULINO ROCHA, 1420",CENTRO,,NE
7702,SOLIDUS ESTRUTURAS METALICAS LTDA,01.027.589/0001-84,85-3273-6344,FORTALEZA,CE,NE,BR,"RUA FCO JOSE ALBUQUERQUE PEREIRA, 414",CAJAZEIRAS,,NE
7736,STAMPART ESTAMPARIA TEXTIL LTDA,03.712.358/0001-35,85-3299-7800,FORTALEZA,CE,NE,BR,RUA DO CLUBE 17,MONDUBIM,,NE
7768,SUPER MERCADO DO POVO LTDA,10.389.021/0001-02,,JIJOCA,CE,NE,BR,"RUA PROF. EDGAR ARRUDA, 1050",CENTRO,,NE
7772,SURF BRASIL IND. DE CONFECCAO LTDA,07.100.461/0001-85,,FORTALEZA,CE,NE,BR,"AV. WENEFRIDO MELO, 31",MESSEJANA,,NE
7776,SUZLON ENERGIA EOLICA DO BRASIL LTDA,08.146.882/0007-03,85-3265-1308,MARACANAÚ,CE,NE,BR,R LESTE 5,PAJUÇARA,,NE
7933,TITA AUTOPECAS E TINTAS LTDA,06.605.976/0001-74,85.3223-6530,FORTALEZA,CE,NE,BR,RUA. ERICO MOTA 1073,PARQUELANDIA,,NE
7951,TRANA TRANSPORTES  LTDA,06.035.802/0001-13,3194 2113,FORTALEZA,CE,NE,BR,"ROD.BR116,  KM 09 10000A",JANGURUSSU,,NE
8025,TRES CORAÇOES ALIMENTOS LTDA,63.310.411/0001-01,85-4006-5561,EUSÉBIO,CE,NE,BR,"RUA SANTA CLARA, 100",PARQUE SANTA CLARA,,NE
8051,TUBOCONE IND. E COM. DE EMBALAGENS EIRELI EPP,06.557.482/0001-61,85-3336-1414,HORIZONTE,CE,NE,BR,"AV. PRES.CASTELO BRANCO, BR116 2010",CATOLE,,NE
8397,YOSHIDA NORDESTE S/A IND. E COMERCIO,23.598.865/0001-05,85-3297-3111,MARACANAÚ,CE,NE,BR,"AV. PARQUE NORTE I , 483",PAJUCARA,,NE
8401,YPIOCA AGUAS MINERAIS IND. E COM. LTDA.,07.576.952/0001-05,,,,,BR,,,,Industrial
8445,AÇO CEARENSE INDUSTRIAL LTDA.,00.990.842/0003-08,85 3521-8300,CAUCAIA,CE,NE,BR,ROD. BR. 222 KM 21,GENIPABU,,NE
8676,MILTON E RAIM. BEZ. TRANSP. DE CARG. E SERV. LTDA....,41.603.531/0004-07,85-3274-1144,SOBRAL,CE,NE,BR,BR 222 KM 223 KM 230 S/N,ZONA RURAL,,NE
8728,LIMA TRANSPORTE LTDA.,06.890.941/0001-24,85-4006-5623,FORTALEZA,CE,NE,BR,"RUA TRAJANO DE MORAES, 216",PASSARÉ,,NE
8755,ADAILTON ALVES TEIXEIRA ME,12.280.905/0001-41,88-3427-2922,BOA VIAGEM,CE,NE,BR,RUA AGRONOMANDO RANGEL 532,CENTRO DE BOA VIAGEM,,NE
8811,SG SOLUTION SERVIÇOS EM AUTOMOVEIS LTDA,13.443.633/0001-16,85-3055-3060,FORTALEZA,CE,NE,BR,RUA JOSÉ AVELINO 566,CENTRO DE FORTALEZA,,NE
8852,CONSTRUTORA MARQUISE S/A,07.950.702/0001-85,85-3265-4366,FORTALEZA,CE,NE,BR,"AV. PONTES VIEIRA, 1838",DIONISIO TORRES,,NE
8940,TUBOTECNICO IND E COM DE EMBALAGENS LTDA,03.466.523/0001-16,85-3336-1414,HORIZONTE,CE,NE,BR,RUA FRANCISCO DOMINGOS SOUZA 41,CATOLE,,NE
9001,DENNILSON CASTELO BRANCO,714.762.023-20,85-8816-1299,MARACANAÚ,CE,NE,BR,RUA 03 5000,MARACANAÚ,,NE
9030,FARIAS CONSTRUÇÕES E SERVICOS LTDA,69.353.738/0001-39,85.3341-2463,MARANGUAPE,CE,NE,BR,RUA DO COMERCIO 464,TABATINGA,,NE
9045,FRANCISCO ALEX BRAGA DOS SANTOS,670.282.173-53,,FORTALEZA,CE,NE,BR,"AV.PRESIDENTE CASTELO BRANCO, 4803",JACARECANGA,,NE
9176,M.W.M. COM. DE FERRAGENS E MAT. DE SEG. LTDA ME,13.974.923/0001-96,85-3045-3046,FORTALEZA,CE,NE,BR,RUA PRINCESA ISABEL 1274,CENTRO DE FORTALEZA,,NE
9191,COCO NORDESTE IND.E COM.ALIMENTICIOS LTDA,07.601.878/0001-21,,ITAPIPOCA,CE,NE,BR,RUA URBAO TEIXEIRA 1613,COQUEIRO,,NE
7897,TEXTIL HORIZONTE ETIQUETAS LTDA,41.596.800/0001-02,85-3336-1028,HORIZONTE,CE,NE,BR,RUA ALEXANDRE JOCA 197,CENTRO DE HORIZONTE,JANAINA,NE
7927,TIJUCANA TRANSPORTES LTDA,03.814.040/0001-65,85.3535-7000,HORIZONTE,CE,NE,BR,AV CASTELO BRANCO 1940,CATOLE,,NE
7950,TRANA CONSTRUCOES LTDA.,05.602.941/0001-19,85 4006 1237,FORTALEZA,CE,NE,BR,ROD.BR.116 10000B KM,MESSEJANA,,NE
7976,TRANSNORDESTINA LOGISTICA S.A.,02.281.836/0004-80,4008 2713,FORTALEZA,CE,NE,BR,AV FRANCISCO SA 4829,CARLITO PAMPLONA,,NE
8375,WL BEZERRA ADESIVOS,00.505.342/0001-63,85-3023-1786,FORTALEZA,CE,NE,BR,RUA GAL. CLARINDO DE QUEIROZ 862B,CENTRO DE FORTALEZA,,NE
8427,BARBOSA NOGUEIRA & CIA,07.913.817/0001-08,88 3421-1323,ARACATI,CE,NE,BR,CEL. ALEXANDRINO 894,CENTRO DE ARACATI,,NE
8431,F. ALESSANDRO ALVES PINHEIRO EPP,07.730.694/0001-61,(85) 3463-4898,MARACANAÚ,CE,NE,BR,AV. RADIALISTA JOAO RAMOS 1033,PARQUE NOVO MONDUBIM,,NE
8588,CIA INDL DE OLEOS DO NORDESTE - CIONE,07.199.490/0001-46,85-32356022,FORTALEZA,CE,NE,BR,RUA PROF JOSE LEITE GONDIM 190,ANTONIO BEZERRA,,NE
8808,SERRARIA ARAGUAIA COM. E IND. LTDA ME,23.708.407/0001-73,85-3463-2316,MARACANAÚ,CE,NE,BR,RUA SANTA RITA 291,PARQUE NOVO MONDUBIM,,NE
8827,L.A. SANTOS MOTA,02.005.598/0001-37,85-3383-9222,MARACANAÚ,CE,NE,BR,RUA 04 01,JAÇANAU,,NE
8853,COMERCIAL DE MADEIRAS FORTALEZA LTDA,02.958.421/0001-55,85-3273-2714,FORTALEZA,CE,NE,BR,AV. WASHINGTON SOARES 4791,EDSON QUEIROZ,,NE
9028,J & A INDUSTRIA DE MOLDES LTDA,07.749.314/0001-30,85-3269-2383,MARACANAÚ,CE,NE,BR,RUA CRISTOVÃO DE MELO 66,PLANALTO CIDADE NOVA,,NE
9340,SUPER MERCADO DO POVO LTDA.,10.389.021/0005-28,85-3052-3888,FORTALEZA,CE,NE,BR,RUA 12 200,PASSARÉ,,NE
9344,JESSICA MOURA FONTELES,031.495.633-64,88 3621-2104,CAMOCIM,CE,NE,BR,RUA: DR. JOÃO THOME 672,CENTRO DE CAMOCIM,,NE
9352,JOSUE ROBERTO FUHR,420.886.660-87,88-3572-2686,JUAZEIRO DO NORTE,CE,NE,BR,RUA DEPUTADO JOSE SARAIVA MACEDO 226,LIMOEIRO,,NE
9353,M C ELETRICA E HIDRAULICA LTDA.,11.554.390/0001-68,86 - 3215-8470,TERESINA,PI,NE,BR,RUA SIMPLICIO MENDES 540,CENTRO DE TERESINA,,NE
9418,EMBALAGENS CEARA LTDA.,01.788.591/0002-57,88-3614-4473,SOBRAL,CE,NE,BR,RODOVIA BR 222 S/N,DISTRITO INDUSTRIA,,NE
9695,C&T FABRICAÇÃO DE MOVEIS LTDA,10.356.260/0001-58,85-3297-2617,MARACANAÚ,CE,NE,BR,RUA CICERO RODRIGUES DE MOURA 237,JARDIM BANDEIRANTES,,NE
9908,MEIRA ARTE E AMBIENTACAO LTDA,04.611.712/0001-06,3208-2530,FORTALEZA,CE,NE,BR,AV WASHINGTON SOARES 909,COCO,,NE
9943,G.PEGADO IMPORTAÇAO E EXPORTAÇÃO LTDA,35.078.856/0001-64,85-3276-1641,FORTALEZA,CE,NE,BR,AV. JORNALISTA TOMAZ COELHO 731,MESSEJANA,,NE
9980,CADERNUS INDUSTRIA E COMERCIO LTDA,14.798.799/0001-18,85-3297-2366,MARACANAÚ,CE,NE,BR,RUA DR. OSWALDO RIZZATO S/N,JARDIM PARAISO,,NE
10074,HAPVIDA ASSISTENCIA MEDICA LTDA,63.554.067/0001-98,85-3255-9438,FORTALEZA,CE,NE,BR,AV. HERACLITO GRACA 406,CENTRO DE FORTALEZA,,NE
10147,BACHA E CIA LTADA,09.445.644/0001-68,3306.6030,FORTALEZA,CE,NE,BR,"RUA FLORIANO PEIXOTO, 221",CENTRO DE FORTALEZA,,NE
10154,TAC MOTORS INDUSTRIA AUTOMOTIVA S/A,07.143.375/0001-50,88-3677-5200,SOBRAL,CE,NE,BR,ROD. BR 222 3462,CIDADE  GERARDO CRISTINO DE MENEZES,,NE
